Time (sec), Heater 1 (%), Heater 2 (%), Temperature 1 (degC), Temperature 2 (degC), Set Point 1 (degC), Set Point 2 (degC)
1.257746553421020508e+02,1.000000000000000000e+02,1.000000000000000000e+02,5.192999999999999972e+01,3.888000000000000256e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.267648236751556396e+02,1.000000000000000000e+02,1.000000000000000000e+02,5.215999999999999659e+01,3.964999999999999858e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.277558486461639404e+02,1.000000000000000000e+02,1.000000000000000000e+02,5.184000000000000341e+01,3.882000000000000028e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.287463057041168213e+02,1.000000000000000000e+02,1.000000000000000000e+02,5.286999999999999744e+01,3.920000000000000284e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.297365372180938721e+02,1.000000000000000000e+02,1.000000000000000000e+02,5.279999999999999716e+01,3.961999999999999744e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.307267599105834961e+02,1.000000000000000000e+02,1.000000000000000000e+02,5.303000000000000114e+01,3.932999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.317169733047485352e+02,1.000000000000000000e+02,1.000000000000000000e+02,5.325000000000000000e+01,4.017000000000000171e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.327072050571441650e+02,1.000000000000000000e+02,0.000000000000000000e+00,5.350999999999999801e+01,3.982000000000000028e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.336974184513092041e+02,1.000000000000000000e+02,0.000000000000000000e+00,5.328999999999999915e+01,3.878000000000000114e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.346876409053802490e+02,1.000000000000000000e+02,0.000000000000000000e+00,5.282999999999999829e+01,3.917000000000000171e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.356778640747070312e+02,1.000000000000000000e+02,0.000000000000000000e+00,5.306000000000000227e+01,3.924000000000000199e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.366686754226684570e+02,1.000000000000000000e+02,0.000000000000000000e+00,5.292999999999999972e+01,3.895000000000000284e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.376588971614837646e+02,1.000000000000000000e+02,0.000000000000000000e+00,5.379999999999999716e+01,3.871999999999999886e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.386496543884277344e+02,1.000000000000000000e+02,0.000000000000000000e+00,5.364000000000000057e+01,3.932999999999999829e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.396398680210113525e+02,1.000000000000000000e+02,0.000000000000000000e+00,5.409000000000000341e+01,3.946000000000000085e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.406300909519195557e+02,1.000000000000000000e+02,0.000000000000000000e+00,5.389999999999999858e+01,3.924000000000000199e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.416203129291534424e+02,1.000000000000000000e+02,0.000000000000000000e+00,5.438000000000000256e+01,3.907000000000000028e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.426106433868408203e+02,1.000000000000000000e+02,0.000000000000000000e+00,5.386999999999999744e+01,3.956000000000000227e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.436014444828033447e+02,1.000000000000000000e+02,0.000000000000000000e+00,5.445000000000000284e+01,3.939999999999999858e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.445919432640075684e+02,1.000000000000000000e+02,0.000000000000000000e+00,5.435000000000000142e+01,3.959000000000000341e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.455821602344512939e+02,1.000000000000000000e+02,0.000000000000000000e+00,5.509000000000000341e+01,3.956000000000000227e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.465729548931121826e+02,1.000000000000000000e+02,0.000000000000000000e+00,5.450999999999999801e+01,3.935999999999999943e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.475636608600616455e+02,1.000000000000000000e+02,0.000000000000000000e+00,5.482999999999999829e+01,3.985000000000000142e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.485545070171356201e+02,1.000000000000000000e+02,0.000000000000000000e+00,5.525000000000000000e+01,3.971999999999999886e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.495454168319702148e+02,1.000000000000000000e+02,0.000000000000000000e+00,5.574000000000000199e+01,3.946000000000000085e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.505356395244598389e+02,1.000000000000000000e+02,0.000000000000000000e+00,5.547999999999999687e+01,3.985000000000000142e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.515258619785308838e+02,1.000000000000000000e+02,0.000000000000000000e+00,5.564000000000000057e+01,3.968999999999999773e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.525160844326019287e+02,1.000000000000000000e+02,0.000000000000000000e+00,5.596000000000000085e+01,3.961999999999999744e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.535063159465789795e+02,1.000000000000000000e+02,0.000000000000000000e+00,5.606000000000000227e+01,4.000999999999999801e+01,2.300000000000000000e+01,2.300000000000000000e+01
1.544965291023254395e+02,1.000000000000000000e+02,0.000000000000000000e+00,5.667000000000000171e+01,3.959000000000000341e+01,2.300000000000000000e+01,2.300000000000000000e+01
